id	abuse
41818	NOTABU
12435	NOTABU
14808	IMP
82579	NOTABU
84523	NOTABU
61917	NOTABU
33322	NOTABU
79251	NOTABU
42540	NOTABU
13881	NOTABU
70402	NOTABU
83462	NOTABU
87206	NOTABU
87300	IMP
54125	NOTABU
75848	NOTABU
14948	NOTABU
66798	NOTABU
80497	IMP
38561	NOTABU
55203	NOTABU
31776	NOTABU
60916	NOTABU
97277	IMP
63113	NOTABU
59721	NOTABU
53839	NOTABU
15616	NOTABU
95200	NOTABU
77769	NOTABU
65790	NOTABU
48548	NOTABU
83751	NOTABU
62541	NOTABU
62107	EXP
18474	NOTABU
33096	NOTABU
22879	NOTABU
81470	NOTABU
20322	EXP
26694	NOTABU
60130	NOTABU
54559	NOTABU
34961	NOTABU
14285	EXP
25012	NOTABU
19121	NOTABU
61272	NOTABU
25360	NOTABU
56949	NOTABU
34893	NOTABU
90958	NOTABU
42133	NOTABU
18834	NOTABU
12741	NOTABU
42528	NOTABU
29300	NOTABU
14850	NOTABU
38043	IMP
40340	NOTABU
76709	IMP
22728	NOTABU
14037	NOTABU
11640	IMP
47009	IMP
90912	NOTABU
97936	IMP
12531	NOTABU
61448	NOTABU
23853	NOTABU
58454	NOTABU
63262	NOTABU
13136	NOTABU
74670	NOTABU
45111	NOTABU
72024	IMP
11405	NOTABU
90605	NOTABU
28728	NOTABU
98547	IMP
98382	EXP
80430	NOTABU
68007	NOTABU
88809	NOTABU
71577	EXP
15863	NOTABU
11918	NOTABU
17391	EXP
34443	NOTABU
87904	NOTABU
19732	NOTABU
52972	NOTABU
20800	NOTABU
39866	NOTABU
18348	NOTABU
61093	NOTABU
75384	NOTABU
68664	NOTABU
90705	NOTABU
83290	NOTABU
22185	NOTABU
13257	NOTABU
90575	NOTABU
37630	NOTABU
51377	NOTABU
51635	NOTABU
14407	NOTABU
87366	NOTABU
77089	EXP
27974	NOTABU
79972	NOTABU
38981	NOTABU
30085	NOTABU
95773	EXP
94397	NOTABU
51053	IMP
21635	NOTABU
80767	NOTABU
63772	NOTABU
14131	EXP
62738	NOTABU
33709	EXP
98754	NOTABU
53995	IMP
52965	NOTABU
19654	NOTABU
46633	NOTABU
82171	EXP
54467	NOTABU
50936	IMP
97580	IMP
18747	NOTABU
54991	IMP
55051	IMP
59090	NOTABU
23159	NOTABU
58548	IMP
41277	EXP
51592	EXP
38752	NOTABU
56068	NOTABU
29892	NOTABU
88585	EXP
14234	IMP
25552	NOTABU
56476	NOTABU
97329	EXP
85409	IMP
83153	NOTABU
70465	NOTABU
14118	EXP
79969	NOTABU
63792	IMP
71927	NOTABU
82293	EXP
48263	NOTABU
80449	NOTABU
61995	NOTABU
32122	NOTABU
65470	NOTABU
86166	NOTABU
40450	NOTABU
61533	NOTABU
31469	NOTABU
53663	NOTABU
40857	IMP
48969	NOTABU
23228	NOTABU
98137	NOTABU
85415	NOTABU
78473	EXP
30890	NOTABU
92935	EXP
58208	NOTABU
86626	EXP
86331	NOTABU
18702	NOTABU
87470	NOTABU
27045	EXP
14408	NOTABU
78567	NOTABU
41887	NOTABU
74595	NOTABU
26033	NOTABU
80107	NOTABU
76439	NOTABU
50971	NOTABU
84294	EXP
62487	NOTABU
53037	EXP
81018	NOTABU
10605	NOTABU
54335	NOTABU
81644	NOTABU
62586	NOTABU
70286	NOTABU
85157	NOTABU
54395	NOTABU
88302	NOTABU
14590	NOTABU
93419	NOTABU
93280	NOTABU
97831	EXP
82366	NOTABU
13936	NOTABU
70315	EXP
17909	NOTABU
68350	NOTABU
83457	EXP
14877	NOTABU
63762	NOTABU
34479	NOTABU
25407	NOTABU
78739	NOTABU
19932	NOTABU
67666	NOTABU
67747	NOTABU
33095	NOTABU
50390	IMP
59395	NOTABU
88168	NOTABU
38444	EXP
74736	NOTABU
77647	IMP
30426	EXP
16113	NOTABU
67932	NOTABU
17278	NOTABU
63382	NOTABU
38806	IMP
77228	NOTABU
18714	NOTABU
37482	NOTABU
73203	NOTABU
66497	NOTABU
18028	NOTABU
95987	IMP
65587	NOTABU
82711	NOTABU
36795	IMP
93396	NOTABU
88956	NOTABU
63418	NOTABU
87311	NOTABU
21223	EXP
81763	NOTABU
56361	NOTABU
98780	NOTABU
25469	EXP
74815	NOTABU
48283	NOTABU
20855	NOTABU
67895	EXP
99912	NOTABU
69106	NOTABU
47490	IMP
53550	NOTABU
36268	NOTABU
97751	NOTABU
77519	IMP
79254	NOTABU
20232	NOTABU
85623	NOTABU
81520	NOTABU
73901	NOTABU
11692	NOTABU
47007	NOTABU
32990	EXP
25217	NOTABU
82335	NOTABU
64626	EXP
55335	NOTABU
59463	NOTABU
43688	NOTABU
38710	NOTABU
32365	NOTABU
57061	NOTABU
87953	NOTABU
29587	NOTABU
69177	NOTABU
80339	NOTABU
75757	NOTABU
59465	NOTABU
98025	NOTABU
39729	EXP
11741	NOTABU
81331	NOTABU
25226	NOTABU
93137	NOTABU
46114	EXP
58189	NOTABU
79603	NOTABU
93056	EXP
85757	NOTABU
92745	NOTABU
32139	EXP
59690	NOTABU
69531	NOTABU
47986	NOTABU
95846	NOTABU
23311	EXP
98406	NOTABU
65228	NOTABU
80267	NOTABU
33600	NOTABU
79122	EXP
10821	NOTABU
62976	NOTABU
58576	EXP
40912	NOTABU
80922	NOTABU
70525	EXP
93516	NOTABU
21099	NOTABU
36863	NOTABU
88561	NOTABU
33516	NOTABU
95745	NOTABU
69004	NOTABU
64362	NOTABU
57217	NOTABU
33099	NOTABU
28518	NOTABU
57434	NOTABU
38241	NOTABU
48529	NOTABU
38280	NOTABU
97893	NOTABU
77529	EXP
42005	EXP
25305	NOTABU
70652	EXP
60071	NOTABU
68336	NOTABU
58551	NOTABU
12602	IMP
68627	NOTABU
35933	EXP
66631	EXP
47401	NOTABU
70446	IMP
98470	NOTABU
26783	NOTABU
10826	NOTABU
60023	NOTABU
49939	NOTABU
21597	NOTABU
21612	NOTABU
23818	IMP
35823	EXP
50664	NOTABU
11075	NOTABU
77455	NOTABU
46203	NOTABU
58382	NOTABU
17946	NOTABU
25800	NOTABU
35887	NOTABU
36639	EXP
68055	NOTABU
82801	NOTABU
35959	NOTABU
48319	NOTABU
14239	EXP
34178	NOTABU
47703	NOTABU
57197	NOTABU
94756	NOTABU
13389	NOTABU
90701	IMP
69315	NOTABU
68054	NOTABU
83474	NOTABU
20770	NOTABU
49300	NOTABU
84125	NOTABU
78482	NOTABU
45452	NOTABU
66373	NOTABU
77620	EXP
83576	EXP
91209	NOTABU
83336	NOTABU
21734	NOTABU
17441	NOTABU
94416	NOTABU
28731	NOTABU
57625	EXP
40567	EXP
76395	NOTABU
41459	NOTABU
31178	NOTABU
34911	NOTABU
77103	NOTABU
29044	NOTABU
17252	NOTABU
32074	EXP
73253	NOTABU
84306	NOTABU
17811	EXP
39492	EXP
42444	NOTABU
62710	NOTABU
40412	NOTABU
26986	NOTABU
90035	NOTABU
71929	IMP
39763	NOTABU
39852	NOTABU
31157	NOTABU
35524	EXP
44447	NOTABU
66579	IMP
31691	NOTABU
78863	NOTABU
29979	NOTABU
37069	NOTABU
42200	NOTABU
47663	NOTABU
58523	NOTABU
19339	NOTABU
66864	EXP
63440	NOTABU
81684	NOTABU
12303	NOTABU
61225	NOTABU
34454	NOTABU
41913	NOTABU
24298	NOTABU
19178	NOTABU
33027	NOTABU
43335	NOTABU
46678	EXP
47804	NOTABU
24730	NOTABU
49896	IMP
52906	EXP
12295	EXP
68888	NOTABU
23506	NOTABU
28865	NOTABU
36699	EXP
34852	NOTABU
77694	NOTABU
75368	NOTABU
29328	NOTABU
20235	NOTABU
51805	NOTABU
84425	NOTABU
42521	NOTABU
83715	NOTABU
33273	NOTABU
22304	NOTABU
86903	NOTABU
90247	NOTABU
16085	NOTABU
77575	NOTABU
58664	NOTABU
40211	NOTABU
49350	NOTABU
89795	IMP
86958	NOTABU
83680	NOTABU
57754	NOTABU
89600	EXP
67770	NOTABU
27161	IMP
90663	NOTABU
65915	EXP
71372	NOTABU
21076	NOTABU
82618	EXP
51364	NOTABU
45895	NOTABU
73581	NOTABU
87725	NOTABU
41570	NOTABU
90997	NOTABU
63005	NOTABU
79357	NOTABU
83622	NOTABU
37072	NOTABU
16105	EXP
35478	NOTABU
96972	NOTABU
33642	NOTABU
45922	NOTABU
89453	NOTABU
22946	IMP
89440	NOTABU
75611	IMP
88594	EXP
40317	NOTABU
55619	NOTABU
53551	EXP
24797	NOTABU
50046	NOTABU
46987	EXP
97760	IMP
93497	NOTABU
76966	NOTABU
80216	NOTABU
81704	IMP
39732	NOTABU
57305	NOTABU
43432	NOTABU
42770	NOTABU
38438	NOTABU
87737	NOTABU
95718	NOTABU
73093	NOTABU
74916	NOTABU
28821	NOTABU
80360	NOTABU
50771	EXP
48414	NOTABU
14411	NOTABU
28248	NOTABU
59342	NOTABU
51258	NOTABU
60966	EXP
92369	NOTABU
42087	NOTABU
45019	EXP
44213	NOTABU
84724	NOTABU
98631	IMP
80795	NOTABU
16691	NOTABU
56181	IMP
54436	NOTABU
96139	EXP
93515	NOTABU
71104	EXP
11020	NOTABU
49326	IMP
94558	NOTABU
38533	NOTABU
15397	NOTABU
72883	NOTABU
36375	NOTABU
58113	NOTABU
32558	NOTABU
94326	NOTABU
43832	NOTABU
31483	NOTABU
86646	IMP
85685	NOTABU
74229	NOTABU
10363	NOTABU
44034	NOTABU
39683	NOTABU
36677	NOTABU
57843	NOTABU
12018	NOTABU
83590	NOTABU
67476	NOTABU
35652	NOTABU
12223	NOTABU
29053	NOTABU
49452	EXP
56645	IMP
22429	NOTABU
92803	EXP
30471	EXP
89521	NOTABU
99444	NOTABU
93778	EXP
63063	NOTABU
65422	IMP
89002	NOTABU
66760	NOTABU
47345	NOTABU
56484	NOTABU
71418	NOTABU
33127	NOTABU
20413	IMP
95940	NOTABU
65852	NOTABU
24354	IMP
74402	NOTABU
34179	NOTABU
64113	NOTABU
89395	NOTABU
32684	NOTABU
52786	NOTABU
75079	NOTABU
13104	NOTABU
95713	NOTABU
14647	NOTABU
57111	NOTABU
24410	NOTABU
30198	NOTABU
92848	NOTABU
50573	NOTABU
44524	NOTABU
19061	IMP
86448	NOTABU
69360	NOTABU
55197	NOTABU
51434	NOTABU
14209	NOTABU
45523	NOTABU
87127	NOTABU
92949	EXP
20729	NOTABU
89421	NOTABU
29695	NOTABU
71736	NOTABU
36051	NOTABU
14179	NOTABU
63061	NOTABU
51408	NOTABU
48736	NOTABU
51768	NOTABU
74078	NOTABU
65529	NOTABU
51118	IMP
12264	NOTABU
34675	NOTABU
12803	NOTABU
59703	IMP
73118	EXP
92323	NOTABU
26447	IMP
66845	EXP
78996	NOTABU
61664	NOTABU
57245	NOTABU
29880	EXP
85882	NOTABU
81239	IMP
99454	NOTABU
66048	NOTABU
98294	NOTABU
77789	NOTABU
65560	NOTABU
19380	NOTABU
98740	EXP
79813	NOTABU
30337	EXP
65495	NOTABU
41605	NOTABU
79120	NOTABU
92999	NOTABU
67391	IMP
12038	NOTABU
58241	NOTABU
21369	NOTABU
91579	NOTABU
48534	IMP
22086	NOTABU
26472	NOTABU
56844	NOTABU
57050	NOTABU
86879	EXP
80462	EXP
55281	IMP
93035	NOTABU
66585	EXP
38143	IMP
31945	NOTABU
51513	NOTABU
76107	NOTABU
39965	NOTABU
13100	NOTABU
91193	NOTABU
66398	EXP
89774	NOTABU
35786	IMP
40617	NOTABU
17573	NOTABU
10845	NOTABU
69671	NOTABU
13641	EXP
42447	NOTABU
92257	EXP
43196	NOTABU
28621	NOTABU
26317	EXP
70481	EXP
37877	NOTABU
33412	NOTABU
61942	IMP
99091	NOTABU
84660	NOTABU
27631	EXP
51449	NOTABU
40674	NOTABU
57610	NOTABU
24531	NOTABU
82680	NOTABU
78494	IMP
21564	EXP
32067	NOTABU
21265	NOTABU
56419	NOTABU
35164	NOTABU
87824	EXP
32310	IMP
10698	NOTABU
23094	NOTABU
70213	NOTABU
36136	NOTABU
61271	NOTABU
90618	NOTABU
58120	NOTABU
15174	NOTABU
41958	NOTABU
40368	NOTABU
75263	NOTABU
94345	NOTABU
90077	NOTABU
56898	NOTABU
77180	EXP
34565	NOTABU
76105	NOTABU
93281	NOTABU
93028	NOTABU
20579	NOTABU
36709	NOTABU
63408	NOTABU
99383	NOTABU
35359	NOTABU
32776	NOTABU
69948	NOTABU
17348	NOTABU
83724	NOTABU
70434	NOTABU
47123	NOTABU
58915	NOTABU
51128	EXP
63874	NOTABU
40265	NOTABU
67744	NOTABU
77193	NOTABU
54759	NOTABU
90331	NOTABU
35544	NOTABU
19435	IMP
84894	EXP
45521	EXP
81754	NOTABU
87501	IMP
78424	NOTABU
71984	IMP
43321	NOTABU
99643	NOTABU
12272	NOTABU
63350	EXP
39443	NOTABU
68565	NOTABU
99745	NOTABU
56164	NOTABU
74160	NOTABU
62679	NOTABU
93734	NOTABU
23956	NOTABU
63696	NOTABU
97846	EXP
74245	EXP
62559	NOTABU
30353	NOTABU
31126	NOTABU
92619	NOTABU
16278	NOTABU
16251	NOTABU
64189	EXP
10755	NOTABU
68461	NOTABU
27318	NOTABU
78407	NOTABU
33186	NOTABU
61788	IMP
71811	NOTABU
95262	IMP
80439	IMP
83465	NOTABU
80298	NOTABU
70706	NOTABU
73146	NOTABU
13613	NOTABU
89043	NOTABU
13324	EXP
25808	NOTABU
74843	NOTABU
80698	NOTABU
32103	NOTABU
34685	NOTABU
82977	NOTABU
52798	EXP
89052	NOTABU
98649	NOTABU
40000	NOTABU
96330	NOTABU
14809	NOTABU
21629	IMP
52832	NOTABU
59620	NOTABU
32717	IMP
21286	NOTABU
78117	NOTABU
13486	NOTABU
90268	NOTABU
39342	NOTABU
81788	NOTABU
38889	NOTABU
92319	EXP
59657	NOTABU
28193	NOTABU
83274	EXP
64355	NOTABU
42234	EXP
84391	NOTABU
36226	NOTABU
91015	NOTABU
49622	NOTABU
82485	NOTABU
54050	NOTABU
97098	NOTABU
34017	NOTABU
31233	NOTABU
83754	IMP
31196	EXP
59480	NOTABU
23082	NOTABU
85220	NOTABU
15817	EXP
89408	NOTABU
39819	NOTABU
60311	NOTABU
59397	NOTABU
48118	IMP
15406	NOTABU
84077	EXP
79283	NOTABU
82016	NOTABU
84770	IMP
95295	NOTABU
48370	IMP
78792	NOTABU
14672	NOTABU
66991	NOTABU
93179	NOTABU
48479	NOTABU
44822	NOTABU
14772	NOTABU
22130	EXP
80604	NOTABU
78914	NOTABU
40746	EXP
33232	EXP
58585	NOTABU
19746	NOTABU
87017	NOTABU
60348	NOTABU
33670	EXP
69506	NOTABU
25199	NOTABU
46033	NOTABU
61968	NOTABU
76470	NOTABU
25820	NOTABU
12633	NOTABU
77845	IMP
40324	NOTABU
58462	NOTABU
54691	NOTABU
23182	NOTABU
32987	NOTABU
30224	NOTABU
81939	NOTABU
27255	NOTABU
62953	EXP
59895	EXP
13692	NOTABU
83076	NOTABU
32565	NOTABU
24384	NOTABU
23560	EXP
47280	NOTABU
71667	NOTABU
55726	NOTABU
30033	NOTABU
33064	NOTABU
34120	NOTABU
25813	NOTABU
30770	NOTABU
49215	NOTABU
41561	NOTABU
19402	NOTABU
69899	NOTABU
70810	NOTABU
79423	NOTABU
65970	NOTABU
45485	IMP
95617	NOTABU
39118	NOTABU
93402	EXP
44744	NOTABU
33776	NOTABU
37449	NOTABU
97658	IMP
43705	NOTABU
48474	NOTABU
35384	IMP
11746	NOTABU
90460	NOTABU
77539	NOTABU
46544	NOTABU
56754	NOTABU
57446	NOTABU
30412	NOTABU
51967	NOTABU
84656	NOTABU
91455	NOTABU
94913	EXP
31525	NOTABU
38725	NOTABU
55300	NOTABU
84653	NOTABU
40726	NOTABU
88710	NOTABU
43651	NOTABU
21689	NOTABU
55014	NOTABU
41215	NOTABU
15417	NOTABU
49291	NOTABU
28150	EXP
90308	NOTABU
65345	NOTABU
97781	NOTABU
40411	NOTABU
84372	NOTABU
51729	NOTABU
35958	NOTABU
56689	EXP
68935	NOTABU
75566	NOTABU
87425	NOTABU
79048	NOTABU
37610	NOTABU
99408	NOTABU
40471	IMP
62416	NOTABU
51613	NOTABU
60933	NOTABU
11519	EXP
92684	EXP
28679	EXP
14608	NOTABU
41642	NOTABU
48063	NOTABU
52687	EXP
91332	NOTABU
60568	NOTABU
27099	NOTABU
78450	IMP
77312	NOTABU
73638	NOTABU
83162	NOTABU
49383	NOTABU
26821	NOTABU
49307	NOTABU
94063	NOTABU
76917	NOTABU
89284	NOTABU
16734	NOTABU
41416	NOTABU
38163	NOTABU
95675	NOTABU
64411	NOTABU
39166	NOTABU
12987	IMP
15145	NOTABU
13087	NOTABU
48421	EXP
63808	NOTABU
13245	NOTABU
15069	NOTABU
35308	EXP
55842	EXP
15554	NOTABU
67296	NOTABU
84775	IMP
30264	NOTABU
65148	NOTABU
67852	EXP
43569	IMP
71717	EXP
28265	NOTABU
88106	NOTABU
59633	EXP
76974	NOTABU
45078	IMP
44787	NOTABU
93493	NOTABU
15222	NOTABU
94425	IMP
86725	NOTABU
13269	NOTABU
26435	IMP
86557	NOTABU
21628	NOTABU
24282	IMP
34858	NOTABU
36206	NOTABU
45643	NOTABU
50805	NOTABU
10057	EXP
70336	EXP
11650	EXP
54987	EXP
30811	NOTABU
15277	NOTABU
59149	NOTABU
25207	NOTABU
71668	NOTABU
15421	NOTABU
48576	NOTABU
89450	NOTABU
41920	NOTABU
57122	NOTABU
38473	NOTABU
32941	NOTABU
62929	EXP
46107	NOTABU
26606	NOTABU
34965	NOTABU
47818	NOTABU
92488	NOTABU
20490	IMP
10376	NOTABU
63865	NOTABU
21811	NOTABU
87307	NOTABU
33060	NOTABU
47156	NOTABU
94776	NOTABU
54567	NOTABU
24069	NOTABU
79808	NOTABU
24558	NOTABU
23902	EXP
20223	NOTABU
81416	NOTABU
81662	NOTABU
45604	NOTABU
81948	NOTABU
25928	NOTABU
95606	NOTABU
53591	IMP
69593	NOTABU
31487	NOTABU
65922	IMP
48519	NOTABU
91693	EXP
24066	NOTABU
88954	EXP
51153	EXP
20757	NOTABU
98090	NOTABU
45659	NOTABU
63595	NOTABU
14665	NOTABU
53994	NOTABU
44261	NOTABU
88986	NOTABU
65227	NOTABU
90715	NOTABU
67261	EXP
16518	NOTABU
72091	NOTABU
34725	NOTABU
79500	NOTABU
41044	NOTABU
21146	NOTABU
48394	NOTABU
94737	EXP
16774	NOTABU
11317	NOTABU
45516	NOTABU
37906	EXP
26206	NOTABU
43540	EXP
11966	NOTABU
72423	NOTABU
12802	NOTABU
18626	IMP
65060	NOTABU
25418	NOTABU
63476	IMP
35824	NOTABU
38534	NOTABU
38235	EXP
56475	NOTABU
61082	NOTABU
56256	NOTABU
55806	NOTABU
87342	EXP
82687	EXP
24454	IMP
40926	NOTABU
25338	NOTABU
50813	NOTABU
62940	NOTABU
91027	NOTABU
80515	EXP
52898	NOTABU
66353	NOTABU
77105	NOTABU
10719	IMP
20663	NOTABU
54273	IMP
73752	NOTABU
63967	NOTABU
11812	NOTABU
44762	NOTABU
10036	NOTABU
48200	NOTABU
68042	NOTABU
61939	NOTABU
81567	NOTABU
26527	NOTABU
29624	NOTABU
33267	NOTABU
83844	IMP
25944	IMP
94562	NOTABU
33307	NOTABU
74862	NOTABU
64322	IMP
26187	NOTABU
63870	NOTABU
62973	NOTABU
15618	EXP
31240	NOTABU
37526	NOTABU
19466	NOTABU
78553	NOTABU
58691	NOTABU
97979	NOTABU
59208	NOTABU
83966	NOTABU
74603	NOTABU
67387	NOTABU
97469	NOTABU
70752	NOTABU
96262	NOTABU
47741	EXP
29634	EXP
43459	NOTABU
88446	NOTABU
66578	EXP
72618	NOTABU
35726	EXP
62671	NOTABU
91440	EXP
99651	NOTABU
61541	NOTABU
91200	NOTABU
30567	NOTABU
93619	NOTABU
10535	NOTABU
98976	EXP
44513	NOTABU
95780	NOTABU
86468	NOTABU
93601	NOTABU
81967	NOTABU
78008	NOTABU
52853	NOTABU
25789	NOTABU
90116	NOTABU
80399	NOTABU
78210	NOTABU
49174	NOTABU
24905	NOTABU
90654	NOTABU
70789	NOTABU
45222	NOTABU
68958	NOTABU
53434	NOTABU
93348	NOTABU
55766	NOTABU
62706	NOTABU
20432	NOTABU
87177	NOTABU
61214	NOTABU
39471	IMP
74845	NOTABU
73534	NOTABU
84281	NOTABU
66244	NOTABU
54306	EXP
50560	EXP
32416	EXP
92760	NOTABU
47525	NOTABU
44825	NOTABU
16673	NOTABU
50605	IMP
20845	NOTABU
81733	EXP
13331	NOTABU
32322	EXP
90490	NOTABU
51020	NOTABU
38159	NOTABU
39296	NOTABU
38878	EXP
46881	NOTABU
41767	NOTABU
37483	NOTABU
99579	NOTABU
16833	EXP
16581	NOTABU
35133	IMP
10969	NOTABU
91930	NOTABU
94619	NOTABU
86841	NOTABU
65372	NOTABU
39188	NOTABU
18970	NOTABU
25729	EXP
33165	NOTABU
34683	NOTABU
81553	IMP
76643	IMP
30789	NOTABU
36631	NOTABU
62830	NOTABU
85971	NOTABU
67365	NOTABU
47449	NOTABU
65041	NOTABU
29157	EXP
38181	NOTABU
87646	NOTABU
81472	IMP
81445	NOTABU
15603	NOTABU
34513	NOTABU
14424	EXP
57989	NOTABU
13415	NOTABU
46898	NOTABU
23522	EXP
23994	NOTABU
73791	NOTABU
20506	NOTABU
18840	NOTABU
49479	EXP
24867	NOTABU
80858	EXP
75985	NOTABU
54122	NOTABU
38774	NOTABU
25149	NOTABU
54744	NOTABU
44019	NOTABU
99581	IMP
32277	NOTABU
23969	EXP
88540	NOTABU
36933	NOTABU
86925	NOTABU
95146	NOTABU
28348	NOTABU
12606	NOTABU
32748	EXP
15517	NOTABU
43949	NOTABU
71237	NOTABU
21745	NOTABU
50044	NOTABU
50878	EXP
24631	NOTABU
58086	NOTABU
68183	NOTABU
92936	NOTABU
57128	NOTABU
94119	NOTABU
27002	EXP
17890	EXP
16612	NOTABU
88050	NOTABU
94541	NOTABU
59325	NOTABU
59539	NOTABU
67281	NOTABU
84990	NOTABU
98345	EXP
45406	NOTABU
34423	NOTABU
59711	NOTABU
60076	NOTABU
93124	EXP
99730	NOTABU
78774	NOTABU
34781	NOTABU
78060	NOTABU
82649	NOTABU
53785	EXP
89823	NOTABU
92719	NOTABU
84348	NOTABU
32747	NOTABU
80699	NOTABU
68238	NOTABU
85147	EXP
79941	NOTABU
77962	NOTABU
72727	EXP
66701	NOTABU
81608	NOTABU
69147	NOTABU
27582	NOTABU
27646	NOTABU
61250	NOTABU
52548	NOTABU
36653	NOTABU
72917	NOTABU
19906	EXP
16721	NOTABU
92016	NOTABU
70721	NOTABU
76436	EXP
15235	NOTABU
26109	NOTABU
70556	NOTABU
10201	NOTABU
61405	NOTABU
41862	NOTABU
47266	NOTABU
48396	NOTABU
29927	NOTABU
31793	NOTABU
98370	NOTABU
53867	NOTABU
14456	NOTABU
81372	NOTABU
50338	NOTABU
55896	EXP
92582	NOTABU
61381	NOTABU
94644	EXP
16467	NOTABU
19487	NOTABU
70372	IMP
52147	NOTABU
59510	NOTABU
57823	NOTABU
80511	NOTABU
29563	NOTABU
85171	NOTABU
11801	NOTABU
88979	NOTABU
28100	NOTABU
36697	EXP
71001	NOTABU
24935	NOTABU
44648	NOTABU
91719	NOTABU
23667	NOTABU
21228	NOTABU
24613	NOTABU
49257	NOTABU
